cname,bmr_dem,ht_colonial,nunn_desert,nunn_dist_coast,nunn_tropical,p_durable,p_polity2,pwt_hci,pwt_pop,top_top10_income_share,undp_hdi,van_index,vdem_delibdem,vdem_egaldem,vdem_gender,vdem_libdem,vdem_mecorrpt,vdem_partipdem,vdem_polyarchy,wbgi_cce,wbgi_gee,wbgi_pve,wbgi_rle,wdi_acel,wdi_acelr,wdi_acelu,wdi_afp,wdi_agedr,wdi_araland,wdi_area,wdi_armexp,wdi_armimp,wdi_birth,wdi_bribfirm,wdi_broadb,wdi_busden,wdi_co2,wdi_death,wdi_debt,wdi_eduprp,wdi_eduprs,wdi_emp,wdi_empagr,wdi_empagrf,wdi_empagrm,wdi_empind,wdi_empindf,wdi_empindm,wdi_empser,wdi_empserf,wdi_empserm,wdi_expedu,wdi_expeduge,wdi_expedup,wdi_expedus,wdi_expedut,wdi_expmil,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_firftopm,wdi_firgifttax,wdi_forest,wdi_gdpagr,wdi_gdpcapcon2015,wdi_gdpcappppcon2017,wdi_gdpind,wdi_gerp,wdi_gerpp,wdi_gers,wdi_gert,wdi_gini,wdi_homicides,wdi_idpdis,wdi_idpvc,wdi_idpvp,wdi_infpay,wdi_internet,wdi_lfpf,wdi_lifexp,wdi_lifexpf,wdi_lifexpm,wdi_litrad,wdi_litradf,wdi_litradm,wdi_litry,wdi_migration,wdi_nerp,wdi_ners,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_poprul,wdi_popurb,wdi_refasy,wdi_refori,wdi_semp,wdi_smokf,wdi_smokm,wdi_taxrev,wdi_tele,wdi_trade,wdi_unempfilo,wdi_unempilo,wdi_unempmilo,wdi_unempyfilo,wdi_unempyilo,wdi_unempymilo,wdi_wip,wef_ci,wef_elec,wef_gci,wef_mobile,wef_oc,wef_pr,wef_qoi,wef_wlf,who_halet,who_sanittot,whr_hap,wjp_abs_cor,wjp_civ_just,wjp_cj_cor,wjp_crim_jus,wjp_crsys_cor,wjp_exec_br,wjp_gov_pow,wjp_jud_br,wjp_leg_br,wjp_ord_secur,wjp_pol_mil,wvs_confaf,wvs_confch,wvs_confcs,wvs_confgov,wvs_confjs,wvs_conflu,wvs_confpar,wvs_confpol,wvs_confpp,wvs_confpr,wvs_conftv,wvs_demimp,wvs_democ,wvs_godbel,wvs_hap,wvs_imprel,wvs_pmi12,wvs_psarmy,wvs_psdem,wvs_psexp,wvs_pssl,wvs_relacc,wvs_satfin,wvs_subh,wvs_trust
Mali,0,6,26.13213066144950,1.013551806830380,11.68795007057840,5,5,1.3803886,19.65803146362310,0.4461,0.42699999,10.48939990997310,0.3449999988079070,0.2569999992847440,0.7450000047683720,0.2469999939203260,2.375999927520750,0.2419999986886980,0.3849999904632570,-0.80155736,-1.1872211,-2.1462877,-0.95011139,50.64406585693360,16.78077507019040,93.90229797363280,0.5593369007110600,100.4163208007810,6.68092679977417,1220190,,44000000,41.99499893188480,,1.148725748062130,0.2679421603679660,0.1955659687519070,9.529000282287600,,39.93487167358400,43.76684951782230,0.6134750843048100,68.06181335449220,65.27593231201170,69.77336883544920,9.306095123291020,10.32577037811280,8.679636001586910,22.632080078125,24.39826011657720,21.54700088500980,3.95445990562439,15.14260959625240,44.67033004760740,37.00151062011720,17.2871208190918,3.425733804702760,3.073803186416630,0.0066130594350398,6.034999847412110,,,10.89666366577150,36.18804550170900,745.885986328125,2123.828125,21.15737915039060,74.62290954589840,7.595969676971440,35.36166000366210,4.734406471252440,36,,7400,277000,326000,,27.85653877258300,38.0609130859375,58.63299942016600,59.93999862670900,57.3849983215332,30.76140975952150,22.07847023010250,40.43405151367190,46.15734100341800,-14978,58.94142150878910,29.92705917358400,21224040,47.60799026489260,49.89613723754880,2.495874881744390,17.39404487609860,56.09099960327150,43.90900039672850,47380,164588,81.84480285644530,1,15.60000038146970,14.16454029083250,1.326976418495180,66.99057769775390,3.54200005531311,3.529999971389770,3.522000074386600,7.577000141143800,6.736999988555910,6.166999816894530,27.89115715026860,28.99011611938480,61.17530059814450,43.5916633605957,115.0846710205080,3.179793119430540,3.587807893753050,44.24295806884770,0.2665154039859770,54.59999847412110,15,4.269473552703860,0.3380418121814730,0.4159154295921330,0.1386230289936070,0.2961135804653170,0.2725056409835820,0.3971720337867740,0.468893438577652,0.2376661896705630,0.3655130565166470,0.5066031813621520,0.3518159687519070,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,1,0,0,0.0016181887113351,0,,,3.163501,0.4403719902038570,0.33629999,0.91100001,30.40644836425780,0.6159999966621400,0.6759999990463260,0.8510000109672550,0.6320000290870670,2.900000095367430,0.5540000200271610,0.7710000276565550,0.34220567,0.99438316,0.99840099,0.88351953,100,100,100,0.72536301612854,47.1456413269043,24.375,320,,45000000,8.600000381469730,2.400000095367430,41.33670043945310,10.05417919158940,3.125557899475100,7.900000095367430,,42.26372909545900,36.89730072021480,4.750764846801760,1.100675940513610,0.4679268896579740,1.5330810546875,18.28266906738280,8.295662879943850,25.1075496673584,80.61665344238280,91.23734283447270,73.35938262939450,5.765721797943120,12.54679012298580,,,,0.5750517845153810,30.3031120300293,-43.71904754638670,1.129999995231630,11.30000019073490,0,1.4375,0.7709788680076600,25618.888671875,41012.96875,13.28566265106200,96.802490234375,112.4871063232420,102.9240112304690,62.87525177001950,31.39999961853030,1.35827910900116,,,,0,86.8587646484375,40.66131210327150,82.34877777099610,84.5,80.30000305175780,94.94000244140630,96.41999816894530,93.44000244140630,99.44999694824220,10854,99.53764343261720,92.96076965332030,515332,13.19878578186040,67.95994567871090,18.84127235412600,1610.412475585940,5.25600004196167,94.74400329589840,9168,5,15.99145984649660,21.60000038146970,26.39999961853030,23.55193710327150,50.04074859619140,343.362060546875,4.504000186920170,4.349999904632570,4.24399995803833,8.083000183105470,10.89099979400640,13.20400047302250,13.43283557891850,50.49848937988280,97.35842895507810,68.54611968994140,140.2039337158200,5.399004459381100,5.094733715057370,55.85638809204100,0.7521434426307680,71.5,88,6.156822681427000,0.681892454624176,0.6098494529724120,0.7810673117637630,0.6315068006515500,0.7688648104667660,0.5641214847564700,0.6512569189071660,0.8820445537567140,0.4591811299324040,0.9242561459541320,0.8222226500511170,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,0,6,74.85741967648330,0.510615858189252,0,9,-2,1.8257871,4.52569580078125,0.4048,0.55599999,3.8610520362854,0.3089999854564670,0.1400000005960460,0.5870000123977660,0.1829999983310700,1.557000041008000,0.2509999871253970,0.3889999985694890,-0.81501853,-0.83893275,-0.7009505,-0.60505921,45.40000152587890,,87.5,1.995763301849370,84.09709930419920,0.4365964829921720,1030700,,34000000,33.42699813842770,,0.4102828204631810,0.3835982978343960,0.8551763892173770,7.466000080108640,,15.96142959594730,32.13502883911130,3.844466924667360,30.14241027832030,22.00894927978520,34.1627311706543,18.40677070617680,18.01969909667970,18.5982608795166,51.45082092285160,59.97135925292970,47.23915863037110,1.771610021591190,9.727089881896970,,,,2.389269113540650,11.03939533233640,0.0716977715492249,4.454999923706060,,,0.3034830689430240,19.61785125732420,1612.154296875,5314.849609375,32.41411972045900,86.68990325927730,,35.88899993896480,5.951250076293950,,1.022539496421810,1600,,,,53.51699829101560,33.48187637329100,64.53199768066410,66.33499908447270,62.78099822998050,66.95999908447270,62.16999816894530,71.77999877929690,76.48999786376950,-1494,79.57440185546880,30.9765796661377,4498604,42.37609481811520,54.31916809082030,3.304736614227300,4.36461067199707,44.67300033569340,55.32699966430660,93607,37931,57.68444061279300,2.099999904632570,19.29999923706060,,1.380406022071840,94.65592956542970,12.20400047302250,11.13700008392330,10.59899997711180,27.40900039672850,22.72699928283690,20.43400001525880,20.26143836975100,26.28579711914060,55.98807525634770,40.91948318481450,103.7060470581060,5.160072803497310,2.244450092315670,21.38788032531740,0.2729338109493260,59.79999923706060,,4.152619361877440,0.2891276180744170,0.3646325469017030,0.2310114204883580,0.3047329783439640,0.3129593133926390,0.2673331201076510,0.3300293982028960,0.3702906370162960,0.225586861371994,0.6507129073143010,0.2932998836040500,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,1,5,0,0.005747776419418,100,50,10,2.6323023,1.269667983055120,0.47400001,0.80400002,26.27904510498050,0.4810000061988830,0.4469999969005590,0.8349999785423280,0.4580000042915340,3.384999990463260,0.3630000054836270,0.5640000104904180,0.44128177,0.85125798,0.87297416,0.89095443,99.46401977539060,99.52564239501950,99.37445831298830,0.4921445548534390,40.47483444213870,37.55633544921880,1997,,1000000,10.60000038146970,,24.90314674377440,7.053964138031010,2.938513994216920,8.699999809265140,57.96166229248050,36.92827987670900,57.96485137939450,3.022926092147830,5.317967891693120,3.223432064056400,6.644941806793210,23.40438079833980,14.82606983184810,28.83938026428220,71.27764892578130,81.95095062255860,64.51567840576170,4.352439880371090,12.52796745300290,22.82638931274410,62.72406005859380,6.424230098724370,0.1616153568029400,1.970592737197880,0.1411069184541700,1.440000057220460,,,19.41412162780760,3.143808603286740,9357.3017578125,20219.810546875,16.65173149108890,97.96853637695310,102.0040512084960,92.17746734619140,42.78414916992190,36.79999923706060,2.69681453704834,110,,,,64.88490295410160,39.46671295166020,74.17707061767580,77.66000366210940,70.86000061035160,92.15000152587890,90.45999908447270,93.91000366210940,99.30000305175780,-478,94.80512237548830,84.30831909179690,1266014,17.02972793579100,71.18715667724610,11.78311443328860,633.9579467773440,59.2400016784668,40.7599983215332,20,176,19.28577995300290,3,37.29999923706060,20.71906471252440,36.88470458984380,85.88373565673830,10.21199989318850,8.630000114440920,7.598999977111820,27.94400024414060,24.36400032043460,21.63899993896480,20,38.05593109130860,99.13845062255860,64.26995086669920,151.3591156005860,5.4549241065979,5.315751552581790,49.06464385986330,0.6729798913002010,63.90000152587890,,6.015300273895260,0.5876317620277410,0.6357458233833310,0.7479759454727170,0.5343816876411440,0.6639792323112490,0.6034489274024960,0.5975295305252080,0.7886852025985720,0.3253474533557890,0.7537616491317750,0.6330453753471380,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,1,2,1.704476130709010,0.1832873425302570,27.92822795690080,21,8,2.7770529,127.5755310058590,0.64609998,0.75599998,21.24720001220700,0.3840000033378600,0.3630000054836270,0.8159999847412110,0.4059999883174900,3.154999971389770,0.3939999938011170,0.6520000100135800,-0.92150474,-0.26993987,-0.79136932,-0.64655828,99.40000152587890,97.72412872314450,99.80000305175780,0.6418514847755430,50.05561065673830,10.32485389709470,1943950,1000000,242000000,15.5649995803833,,17.86487579345700,0.7938657402992250,3.040766477584840,9.329999923706060,47.12143707275390,9.913619995117190,12.88996982574460,4.749082088470460,12.47542953491210,3.678972959518430,17.90029907226560,25.36002922058110,17.52268981933590,30.19341087341310,62.16453170776370,78.79834747314450,51.90631103515630,4.625720024108890,16.19585990905760,,,,0.7377960681915280,2.890275239944460,0.5115249156951900,1.904999971389770,,,33.7930908203125,3.795554637908940,9147.072265625,18327.990234375,29.7967414855957,104.5177307128910,70.59825134277340,102.58154296875,45.16545104980470,45.40000152587890,29.1853141784668,103000,9700,357000,,71.49017333984380,38.00613403320310,70.13300323486330,74.31400299072270,66.33399963378910,95.24784851074220,94.49513244628910,96.05874633789060,98.95999908447270,-9949,95.30063629150390,81.15596008300780,125998304,25.3368034362793,66.64196014404300,8.021236419677730,64.81560516357420,19.26899909973150,80.73100280761720,45434,15398,30.36804008483890,6.199999809265140,19.89999961853030,14.28683948516850,19.445068359375,76.93861389160160,4.097000122070310,4.449999809265140,4.665999889373780,8.666999816894530,8.092000007629400,7.77299976348877,48.20000076293950,43.58374786376950,95.58512115478520,64.94521331787110,93.00775146484380,2.203156471252440,4.113900661468510,57.40288162231450,0.5618363618850710,65.80000305175780,58,5.964221000671390,0.2747976779937740,0.3879642188549040,0.3157556056976320,0.2964079976081850,0.2764457166194920,0.3118783533573150,0.4638883769512180,0.3156401515007020,0.1514332145452500,0.5328772068023680,0.3202390074729920,2.5424812,2.8294306,1.6426871,1.6794903,1.8323388,1.7609851,1.6258339,1.8078963,1.5065553,1.97462,1.9887006,8.3036022,5.2504911,0.95884824,3.5053637,3.1473613,2.0923855,2.351105,3.0243964,3.0344524,2.8680851,2.2484076,6.8274441,3.8966956,0.10505278
Monaco,1,0,0,0,0,,,,,,,,,,,,,,,1.2660053,2.0285428,1.1772256,1.3678544,100,100,100,,94.03510284423830,,2.026999950408940,,,5.900000095367430,,56.54352569580080,,,6.599999904632570,,30.4414005279541,32.694580078125,,,,,,,,,,,1.4237300157547,5.873690128326420,,,,,,,,,,0,,166910.625,,14.8764533996582,,,,,,,,,,,84.70640563964840,,,,,,,,,206,,,36922,12.61307621002200,51.53702545166020,35.84989929199220,18215.095703125,0,100,22,5,,,,,118.3738708496090,,,,,,,,33.33333206176760,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,1,0,1.489694813787010,1.693544578385250,0,26,10,3.0554988,3.225167036056520,0.42899999,0.745,6.728000164031980,0.5180000066757200,0.4749999940395360,0.8489999771118160,0.5230000019073490,2.355000019073490,0.3499999940395360,0.6460000276565550,-0.49447748,-0.42024237,0.71777219,-0.2679863,99.50216674804690,98.45610046386720,99.97971343994140,1.323771834373470,57.3868522644043,0.8606575131416320,1557506.75,,17000000,22.40500068664550,24.70000076293950,9.337484359741210,5.918009281158450,6.43064546585083,5.474999904632570,73.93678283691410,6.371190071105960,9.471570014953610,1.399211049079900,25.1469898223877,23.71726989746090,26.32003021240230,20.37319946289060,13.05222988128660,26.3796501159668,54.47972869873050,63.23049926757810,47.30031967163090,4.663455009460450,11.25677680969240,32.21609878540040,29.2261791229248,6.408679962158200,0.776864767074585,12.9130802154541,0.195051833987236,2.900000095367430,38.90000152587890,16,9.099658012390140,12.96565628051760,4106.6025390625,11666.779296875,37.0496711730957,95.12458801269530,85.86907958984380,95.98926544189450,64.54763031005860,32.70000076293950,6.222803592681890,4200,,,8.600000381469730,65.63057708740230,44.93109512329100,72.14099884033200,77.01999664306640,67.50199890136720,99.18327331542970,99.2410888671875,99.12138366699220,99.0743408203125,0,97.69756317138670,,3294335,32.20200729370120,63.5377082824707,4.26028299331665,2.11513352394104,31.3430004119873,68.65699768066410,10,2277,48.06076812744140,7.099999904632570,51.70000076293950,14.14578723907470,9.988237380981450,112.8386459350590,6.303999900817870,6.590000152587890,6.822999954223630,16.97299957275390,15.88199996948240,15.18599987030030,17.33333396911620,32.32831573486330,91.49433898925780,52.61460113525390,133.1783447265630,4.916181564331060,3.532465696334840,35.50288009643560,0.9417606592178350,60.29999923706060,65,6.011364936828610,0.4195815622806550,0.5303565859794620,0.4945351779460910,0.4904582500457760,0.5450839400291440,0.386092334985733,0.5311747789382940,0.5052118897438050,0.1529402881860730,0.7664080858230590,0.6340817213058470,2.4465792,2.0191934,2.3577275,2.347343,2.3291054,2.257925,2.1273825,2.5019701,1.9418459,2.3106892,2.5813644,7.4894357,6.2077756,0.63335353,2.9252622,2.1817946,2.1572299,2.2736042,2.9642639,2.8146102,2.9009326,2.0086243,6.2202811,3.6366129,0.26051423
Moldova (the Republic of),1,0,0,0.1966925294443620,0,27,9,3.5806031,4.043262958526610,0.33070001,0.76599997,32.22100067138670,0.4239999949932100,0.4480000138282780,0.8740000128746030,0.5019999742507940,2.671999931335450,0.421999990940094,0.6330000162124630,-0.57100999,-0.54520279,-0.34012806,-0.5011071,100,100,100,0.7028114795684810,49.26405334472660,51.68984985351560,32884.6015625,,,12.48099994659420,11.89999961853030,23.30750846862790,1.86315929889679,3.267846345901490,14.44499969482420,33.95557403564450,2.075740098953250,2.2600998878479,0.362971305847168,38.18033981323240,34.62284851074220,41.47573089599610,15.9898796081543,10.66975975036620,20.91813087463380,45.82978057861330,54.70718002319340,37.60614013671880,6.601260185241700,17.17365074157720,23.33213043212890,35.99676895141600,11.90063953399660,0.3747706711292270,1.36828339099884,0.0494278185069561,1.769999980926510,18.60000038146970,9.699999809265140,11.75322151184080,9.366691589355470,3189.33642578125,11848.8994140625,23.13452339172360,106.5077514648440,94.17062377929690,96.17250823974610,56.24251937866210,25.70000076293950,3.014736175537110,,,,12.5,59.15295028686520,47.80511856079100,70.16600036621090,74.85199737548830,65.69200134277340,99.59999847412110,99.5,99.69999694824220,99.69999694824220,-14278,86.31417083740230,77.95594024658200,2635130,19.64932060241700,66.995361328125,13.35531425476070,91.74732971191410,57.1510009765625,42.8489990234375,405,2206,21.86182022094730,6.199999809265140,51.70000076293950,17.90989875793460,33.3140983581543,79.26572418212890,3.250999927520750,3.819999933242800,4.341000080108640,12.07699966430660,10.77099990844730,9.824000358581540,24.75247573852540,29.8917121887207,92.31156921386720,56.74774169921880,88.01395416259770,4.479620456695560,3.885349750518800,52.17072677612310,1.012022376060490,64.5,,5.811628818511960,0.3394929766654970,0.478268027305603,0.3305372893810270,0.3630284070968630,0.3572289943695070,0.3250570893287660,0.457832396030426,0.3936094343662260,0.1279108077287670,0.8018922805786130,0.5113945603370670,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,1,0,,,,12,9,,0.6279870271682740,0.31690001,0.82599998,36.50119781494140,0.4020000100135800,0.3989999890327450,0.8470000028610230,0.3799999952316280,2.410000085830690,0.3100000023841860,0.4810000061988830,-0.042974085,-0.10656125,-0.061226465,-0.039458431,99.85311126708980,99.54820251464840,100,4.426100730896000,51.91189956665040,0.6765799522399900,13450,0,5000000,11.39999961853030,21.39999961853030,29.27852821350100,7.946768760681150,4.067561149597170,11.69999980926510,,0.481689989566803,0.4989300072193150,7.70479679107666,7.504724979400640,6.163559913635250,8.60438060760498,18.43464088439940,7.462862968444820,27.4240894317627,74.06063079833980,86.37357330322270,63.97232818603520,,,,,,1.738027215003970,11.13005256652830,-0.1002479121088980,1.75,15,22.79999923706060,61.48698806762700,7.554892063140870,6515.53369140625,18258.9765625,17.29468154907230,99.98970031738280,78.06812286376950,91.90454864501950,56.83066940307620,36.79999923706060,2.861469030380250,6,,,17.10000038146970,77.60879516601560,45.30556869506840,75.93170928955080,78.80000305175780,73.19999694824220,98.98000335693360,98.54000091552730,99.44999694824220,99.05000305175780,-1326,96.54846954345700,89.07485198974610,621306,18.20625686645510,65.82762145996090,15.96612358093260,46.19375610351560,32.51200103759770,67.48799896240230,166,530,21.52356910705570,31.10000038146970,31.60000038146970,,30.48543167114260,87.00601959228520,18.37199974060060,17.8799991607666,17.47200012207030,39.99700164794920,36.33300018310550,33.89099884033200,22.22222137451170,38.3005485534668,93.90420532226560,60.82155609130860,180.6938171386720,4.858532905578610,4.337636470794680,40.45878219604490,0.8836262822151180,67,53,5.72216272354126,0.4832468926906590,0.5386204123497010,0.5278775095939640,0.4726424515247350,0.5071894526481630,0.484377533197403,0.5233279466629030,0.6003495454788210,0.3060689568519590,0.8232555985450750,0.5421916246414190,2.6365917,3.2235603,2.279743,2.2035131,2.2501802,2.0623691,2.2056899,2.4593582,2.0732529,1.9410775,,7.9140854,5.1635818,0.96123505,3.2603052,3.4489779,,2.3194821,3.3942585,3.0274825,2.9311616,,,3.9718373,0.22362375
Morocco,0,6,0.6138048618807660,0.1644930311614900,0,53,-4,1.9357944,36.47176742553710,0.49430001,0.67900002,2.821500062942510,0.2529999911785130,0.1899999976158140,0.7360000014305120,0.2380000054836270,2.380000114440920,0.1609999984502790,0.2569999992847440,-0.41252634,-0.18858232,-0.35953915,-0.18808892,100,100,100,2.116288661956790,52.07488632202150,17.08267974853520,446300,21000000,12000000,17.88899993896480,16.89999961853030,5.696022987365720,2.239635944366460,1.818526387214660,6.072999954223630,,17.82765960693360,11.4334602355957,2.306927919387820,34.9888916015625,52.14965057373050,29.32994079589840,22.32354927062990,13.51904010772710,25.22693061828610,42.68758010864260,34.33126831054690,45.44314956665040,6.284598827362060,24.15809440612790,,,,4.209657192230230,1.169132232666020,0.3784971237182620,2.352999925613400,5.400000095367430,10,12.86688327789310,10.66417694091800,3081.367431640630,7545.9951171875,26.04486656188970,112.5532073974610,60.4151496887207,81.39678192138670,40.02001953125,,1.248338341712950,340,,,38.40000152587890,84.120361328125,25.23700141906740,73.91999816894530,76.30799865722660,71.75700378417970,77.34999847412110,69.08000183105470,85.62000274658200,98.51999664306640,-33807,99.09903717041020,64.49240112304690,36688772,27.09164810180660,65.757080078125,7.151273727416990,82.20652770996090,36.46799850463870,63.53200149536130,6505,4467,48.75733947753910,0.800000011920929,28.20000076293950,20.02311897277830,6.386481285095220,68.84726715087890,12.65900039672850,11.11400032043460,10.59200000762940,27.96100044250490,26.50099945068360,25.98299980163570,20.50632858276370,35.11987686157230,93.69219207763670,60.00894546508790,124.1715545654300,5.802495956420900,5.296779155731200,59.9867057800293,0.2128696143627170,63.70000076293950,61,4.80261754989624,0.4380846917629240,0.5372409820556640,0.4072656631469730,0.3786513209342960,0.389147162437439,0.475450187921524,0.5092815160751340,0.4499028325080870,0.3863036036491390,0.6805089116096500,0.440682053565979,2.74,2.8916667,2.2158334,1.9825,2.3091667,2.04,1.96,2.5025001,1.9033333,2.0725,2.1241667,8.7025003,5.5008335,0.98666668,2.9433334,3.8741667,1.9418702,1.9266666,3.3541667,2.7616668,2.6283333,3.4833333,6.2383332,3.6341667,0.16500001
Mozambique,0,7,0,0.2099278387945910,87.36475704597320,24,5,1.2284468,30.36603546142580,0.64630002,0.45300001,7.452000141143800,0.2440000027418140,0.2370000034570690,0.7639999985694890,0.239999994635582,2.450999975204470,0.2230000048875810,0.363999992609024,-0.77472281,-0.76969147,-1.2816142,-1.0616341,30.61238288879400,4.557153701782230,74.83613586425780,0.0804832875728607,86.78879547119140,7.184821605682370,786380,,1000000,36.9739990234375,21.10000038146970,0.2245155721902850,0.2366033792495730,0.2227675467729570,8.003999710083010,101.9535446166990,1.969779968261720,13.32907009124760,2.444473028182980,70.83445739746090,80.14523315429690,60.98669052124020,8.927129745483400,3.513128042221070,14.65336990356450,20.23841094970700,16.34163093566900,24.35992050170900,6.642562866210940,17.93492889404300,,,,2.020604610443120,22.51870155334470,1.083433032035830,4.712999820709230,15.60000038146970,13.5,46.72519683837890,25.99472427368160,576.2235107421880,1233.425048828130,21.4271068572998,120.1616592407230,,41.29775619506840,7.301475048065190,50.5,,48000,592000,676000,14.10000038146970,16.3122673034668,51.51232528686520,61.17200088500980,64.16000366210940,58.11100006103520,59.77960968017580,48.57073974609380,72.47187042236330,70.07560729980470,11745,93.92933654785160,,31178240,43.86347198486330,53.53640365600590,2.600126028060910,39.64780426025390,62.92599868774410,37.07400131225590,4757,81,85.55536651611330,5.599999904632570,23,21.64615249633790,0.2855068147182470,95.06095123291020,3.983999967575070,3.776000022888180,3.555000066757200,7.940999984741210,8.048999786376950,8.163000106811520,42.40000152587890,27.43322563171390,57.12781524658200,38.07853317260740,47.71577835083010,3.230835676193240,3.357607364654540,28.64600563049320,0.2473904192447660,50.40000152587890,,5.178486824035650,0.3671470284461980,0.4584600031375890,0.4267238974571230,0.3292949497699740,0.4120653867721560,0.3185958862304690,0.4303064048290250,0.3747322261333470,0.3348381817340850,0.5541272163391110,0.4404217898845670,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,0,5,19.0273678880566,0.1129125527400110,0,61,-8,,4.97498607635498,0.54879999,0.82700002,0,0.0579999983310699,0.1860000044107440,0.3819999992847440,0.136000007390976,1.159000039100650,0.1239999979734420,0.1729999929666520,0.20306142,0.10468706,0.41972855,0.5926652,100,100,100,2.132572412490850,39.66440582275390,0.2412277907133100,309500,7000000,85000000,18.79100036621090,,11.35782718658450,1.515375375747680,15.63620090484620,3.025000095367430,,18.4329891204834,12.68235969543460,1.050107955932620,4.184162139892580,0.2113043069839480,4.826336860656740,47.75627136230470,11.52766990661620,53.61244964599610,48.05961990356450,88.26505279541020,41.5605583190918,,,,,,8.030242919921880,3.805782556533810,-0.9175266623497010,2.687000036239620,,,0.0080775441601872,2.469339609146120,17662.2421875,33098.2109375,47.14779663085940,92.19767761230470,56.72755813598630,94.60012054443360,48.37543869018560,,0.3081393837928770,120,,,,95.23229217529300,15.15292549133300,74.75700378417970,76.78800201416020,73.28900146484380,97.33905792236330,94.85655212402340,98.62117767333980,99.66058349609380,-164408,86.25354766845700,96.19255828857420,4543399,25.64346885681150,71.60020446777340,2.756328821182250,14.67980289459230,13.72399997711180,86.2760009765625,308,47,3.509911060333250,0.4000000059604650,15.5,,13.2681188583374,91.87570190429690,10.85900020599370,2.940000057220460,1.526000022888180,29.37299919128420,13.56400012969970,10.57400035858150,2.325581312179570,41.23541641235350,96.51832580566410,63.60628128051760,133.3662872314450,6.16185188293457,5.616826057434080,73.05494689941410,0.252690851688385,64.69999694824220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,1,5,13.8609073428607,0.3051999541992430,0,28,6,2.2514284,2.494529962539670,0.64200002,0.63300002,6.73960018157959,0.4779999852180480,0.3810000121593480,0.8450000286102300,0.5270000100135800,3.480000019073490,0.3880000114440920,0.6480000019073490,0.28411168,0.041973423,0.51237643,0.33342573,52.29999923706060,33.21467971801760,74.69999694824220,1.732227921485900,67.32561492919920,0.9717110395431520,823290,,35000000,27.87599945068360,,3.164921522140500,0.5628599524497990,1.588045120239260,8.475000381469730,4.64019250869751,5.928239822387700,,6.320006847381590,22.3808708190918,20.62750053405760,24.15376091003420,16.10676956176760,8.09691333770752,24.20572090148930,61.51235961914060,71.27558898925780,51.64051818847660,9.277998924255370,24.94138145446780,,,,3.480857133865360,-1.418899536132810,0.4855947196483610,3.348999977111820,,,8.063865661621090,9.158178329467770,4152.1806640625,9041.76953125,25.81873512268070,133.1412963867190,34.6640625,,28.36824035644530,,12.1730842590332,200,,,,48.76420593261720,49.35712814331060,62.82899856567380,66.60600280761720,59.05799865722660,92.25,92.33000183105470,92.16000366210940,95.55000305175780,-4301,97.48892211914060,,2489098,36.20363616943360,59.76371765136720,4.032645702362060,3.023355007171630,47.96699905395510,52.03300094604490,3578,457,38.7152099609375,6,24.20000076293950,31.16248893737790,5.639392375946050,76.92523956298830,19.76899909973150,21.23600006103520,22.66600036621090,42.13299942016600,41.01300048828130,40.06600189208980,43.26922988891600,35.64143371582030,74.10504913330080,54.46211624145510,112.7023620605470,4.446953296661380,5.039054870605470,48.28066635131840,0.7291174530982970,56.09999847412110,,4.451010227203370,0.5343608260154720,0.6655800938606260,0.8184088468551640,0.5536231398582460,0.6474388837814330,0.4591244757175450,0.6918699741363530,0.8581303954124450,0.2893612086772920,0.7363775372505190,0.5308273434638980,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,1,10,0,0,100,,,,,,,,,,,,,,,0.59918684,0.14520691,0.77604091,-0.10314995,100,100,100,,69.74500274658200,,20,,,28.36400032043460,,,,3.361753940582280,6.60200023651123,,,,,,,,,,,,,,6.482572078704830,6.984492301940920,,,,,,,3.571000099182130,,,0,,8476.00390625,10812.8896484375,,77.02349853515630,32.15158843994140,86.36036682128910,,,,,,,,76.68264770507810,,63.4370002746582,67.27200317382810,59.99399948120120,,,,,-68,,,12315,38.9687385559082,58.91189575195310,2.119366645812990,615.75,0,100,1074,5,,49.09999847412110,47.79999923706060,44.34683227539060,,134.9462432861330,,,,,,,10.52631568908690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
