cname,bmr_dem,ht_colonial,nunn_desert,nunn_dist_coast,nunn_tropical,p_durable,p_polity2,pwt_hci,pwt_pop,top_top10_income_share,undp_hdi,van_index,vdem_delibdem,vdem_egaldem,vdem_gender,vdem_libdem,vdem_mecorrpt,vdem_partipdem,vdem_polyarchy,wbgi_cce,wbgi_gee,wbgi_pve,wbgi_rle,wdi_acel,wdi_acelr,wdi_acelu,wdi_afp,wdi_agedr,wdi_araland,wdi_area,wdi_armexp,wdi_armimp,wdi_birth,wdi_bribfirm,wdi_broadb,wdi_busden,wdi_co2,wdi_death,wdi_debt,wdi_eduprp,wdi_eduprs,wdi_emp,wdi_empagr,wdi_empagrf,wdi_empagrm,wdi_empind,wdi_empindf,wdi_empindm,wdi_empser,wdi_empserf,wdi_empserm,wdi_expedu,wdi_expeduge,wdi_expedup,wdi_expedus,wdi_expedut,wdi_expmil,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_firftopm,wdi_firgifttax,wdi_forest,wdi_gdpagr,wdi_gdpcapcon2015,wdi_gdpcappppcon2017,wdi_gdpind,wdi_gerp,wdi_gerpp,wdi_gers,wdi_gert,wdi_gini,wdi_homicides,wdi_idpdis,wdi_idpvc,wdi_idpvp,wdi_infpay,wdi_internet,wdi_lfpf,wdi_lifexp,wdi_lifexpf,wdi_lifexpm,wdi_litrad,wdi_litradf,wdi_litradm,wdi_litry,wdi_migration,wdi_nerp,wdi_ners,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_poprul,wdi_popurb,wdi_refasy,wdi_refori,wdi_semp,wdi_smokf,wdi_smokm,wdi_taxrev,wdi_tele,wdi_trade,wdi_unempfilo,wdi_unempilo,wdi_unempmilo,wdi_unempyfilo,wdi_unempyilo,wdi_unempymilo,wdi_wip,wef_ci,wef_elec,wef_gci,wef_mobile,wef_oc,wef_pr,wef_qoi,wef_wlf,who_halet,who_sanittot,whr_hap,wjp_abs_cor,wjp_civ_just,wjp_cj_cor,wjp_crim_jus,wjp_crsys_cor,wjp_exec_br,wjp_gov_pow,wjp_jud_br,wjp_leg_br,wjp_ord_secur,wjp_pol_mil,wvs_confaf,wvs_confch,wvs_confcs,wvs_confgov,wvs_confjs,wvs_conflu,wvs_confpar,wvs_confpol,wvs_confpp,wvs_confpr,wvs_conftv,wvs_demimp,wvs_democ,wvs_godbel,wvs_hap,wvs_imprel,wvs_pmi12,wvs_psarmy,wvs_psdem,wvs_psexp,wvs_pssl,wvs_relacc,wvs_satfin,wvs_subh,wvs_trust
Sri Lanka,1,5,0,0.0351462242353692,100,0,6,2.8580375,21.32373237609860,0.48980001,0.77999997,29.42362976074220,0.3149999976158140,0.3849999904632570,0.7300000190734860,0.3610000014305120,2.477999925613400,0.3300000131130220,0.5669999718666080,-0.33045432,-0.078914493,-0.089156918,-0.0075819455,99.97409820556640,99.96813201904300,100,3.677280426025390,52.41623306274410,22.17911338806150,61860,,54000000,14.23499965667730,,8.20411491394043,0.7423908710479740,0.9966832399368290,7.056000232696530,,3.190850019454960,,2.644371032714840,26.17663955688480,26.77165985107420,25.8773193359375,27.61405944824220,27.01366996765140,27.91609954833980,46.20928955078130,46.21466827392580,46.20658874511720,1.555410742759710,5.468591690063480,29.85556983947750,45.74177932739260,20.74192047119140,1.739887356758120,0.5138165354728700,0.0172225143760443,2,,,34.15810012817380,8.238012313842770,4229.74951171875,12939.4404296875,28.19028282165530,97.47866058349610,71.84127807617190,91.01355743408200,20.81221580505370,37.70000076293950,3.427304983139040,19000,1700,27000,,36.18473434448240,34.26711654663090,76.39299774169920,80.11100006103520,72.59700012207030,92.38230133056640,91.59765625,93.28402709960940,98.85923004150390,-92400,99.10710906982420,91.03782653808590,21919000,23.58721351623540,65.60980987548830,10.80297946929930,354.3323669433590,81.28700256347660,18.71299934387210,1008,142664,41.32630920410160,2.599999904632570,41.40000152587890,7.762749671936040,12.00947952270510,37.02928924560550,7.407000064849850,5.199999809265140,4.048999786376950,26.59499931335450,20.96699905395510,17.94099998474120,5.381165981292730,34.89557647705080,98.447998046875,57.10574340820310,115.0609970092770,4.138396739959720,3.876383543014530,57.66914749145510,0.4533729255199430,67,,4.778489112854000,0.4702882468700410,0.4494272470474240,0.6026445627212520,0.4446471035480500,0.6268553137779240,0.4287069439888,0.5543196797370910,0.5881807804107670,0.3033161759376530,0.7072051763534550,0.5609490275383000,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,0,6,21.72014711032510,1.254393690880660,13.41296555666200,26,-1,,15.94687557220460,0.4673,0.39700001,13.35935974121090,0.135000005364418,0.1040000021457670,0.5920000076293950,0.090999998152256,0.9980000257492070,0.1309999972581860,0.2720000147819520,-1.4247881,-1.5105695,-1.255196,-1.3314583,10.86567687988280,1.647895932197570,40.83913803100590,0.8734553456306460,99.39927673339840,4.20902156829834,1259200,,4000000,43.8489990234375,27.39999961853030,0,0.1125681549310680,0.0942281857132912,12.48600006103520,,17.29183959960940,27.0182991027832,1.233806014060970,69.46343231201170,67.72290802001950,70.67176818847660,9.409279823303220,15.47581958770750,5.197707176208500,21.12730026245120,16.80133056640630,24.13052940368650,2.739603996276860,11.67150592803960,,,,3.013418912887570,5.204590797424320,,6.346000194549560,12,21,3.425190687179570,27.06408309936520,622.2785034179690,1489.186767578130,35.72623825073240,89.42205047607420,1.270609974861150,24.09185981750490,4.533199787139890,37.5,,71000,79000,342000,38,11.66019153594970,40.77363204956060,52.77700042724610,54.39599990844730,51.21799850463870,27.28000068664550,18.8700008392334,35.77999877929690,31.75,9016,,,16644701,47.81673049926760,50.15063095092770,2.03263783454895,13.21847248077390,76.48000335693360,23.52000045776370,478649,10388,92.11810302734380,2.700000047683720,13.80000019073490,,0.0320822820067406,68.73036193847660,1.156999945640560,1.644999980926510,1.980999946594240,1.399999976158140,2.351999998092650,3.117000102996830,15.43209838867190,22.65669059753420,42.88933563232420,35.08457183837890,45.12373733520510,3.387969732284550,3.07309627532959,30.00373268127440,0.0762558057904243,52,11,4.250799179077150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,1,2,15.48920243601850,0.0740628970217965,0,29,10,3.1457689,18.9520378112793,0.58950001,0.852,23.87404823303220,0.7379999756813050,0.6179999709129330,0.8830000162124630,0.7639999985694890,3.571000099182130,0.5929999947547910,0.8320000171661380,1.106734,0.70538467,0.044010442,0.9274348,100,100,100,1.310580730438230,44.95789337158200,1.763080835342410,743532,0,295000000,11.83399963378910,,19.50137138366700,12.10727214813230,4.395151138305660,7.221000194549560,,63.03654861450200,62.73546981811520,3.812921047210690,7.283525943756100,3.94690203666687,9.572262763977050,21.86854934692380,10.4248104095459,29.71833038330080,70.84792327880860,85.62831878662110,60.70943069458010,5.625140190124510,19.35499954223630,27.90773963928220,28.47031021118160,25.15362930297850,2.090774536132810,4.505144596099850,2.518058061599730,1.536999940872190,,,24.49215316772460,4.041989326477050,12741.1572265625,22970.55078125,29.88918876647950,99.70439910888670,84.51107788085940,103.6916885375980,89.11248779296880,44.90000152587890,4.797849178314210,3400,,,,86.37099456787110,40.80004501342770,79.37699890136720,82.04100036621090,76.74500274658200,97.16000366210940,97.12000274658200,97.19000244140630,99.12000274658200,98439,94.74066925048830,88.65187072753910,19300316,18.61886978149410,68.98554992675780,12.3955774307251,25.95761108398440,12.27299976348880,87.72699737548830,2053,659,27.2285099029541,26.79999923706060,31.60000038146970,16.18240737915040,13.30516147613530,58.13342666625980,11.38899993896480,11.14000034332280,10.9689998626709,26.43000030517580,24.75600051879880,23.57099914550780,22.58064460754400,42.48248672485350,100,70.53835296630860,134.4373168945310,5.228878498077390,5.294490814208980,56.6290283203125,0.7027664184570310,70,95,6.150642871856690,0.6903166770935060,0.6313637495040890,0.6491183638572690,0.5595042705535890,0.6864646077156070,0.6239259839057920,0.720633327960968,0.8425997495651250,0.4764941334724430,0.6746280789375310,0.8182469010353090,2.4336414,2.355839,2.1638203,2.1676404,2.1119499,2.3985877,1.8780389,2.4144218,1.7129323,2.3590894,2.5692894,7.5989385,6.6688828,0.86259991,3.0958178,2.6135287,2.2762828,1.7965674,3.1731639,2.4505732,2.4001093,2.0658274,6.0447311,3.8036871,0.13185789
China,0,0,5.769529635925480,0.9869891568093740,0.3007317472089090,69,-7,2.698987,1433.78369140625,0.43200001,0.764,0,0.0860000029206276,0.0920000001788139,0.621999979019165,0.0390000008046627,0.6959999799728390,0.0410000011324883,0.0759999975562096,-0.070956685,0.64419478,-0.47309878,-0.10228705,100,100,100,0.3373494446277620,44.14078140258790,11.6062593460083,9388210,704000000,884000000,8.520000457763670,,33.93497085571290,8.583740234375,7.756137847900390,7.070000171661380,,8.893179893493650,14.39422035217290,3.988312005996700,24.85378074646000,21.38850975036620,27.72533988952640,27.73455047607420,24.03025054931640,30.80418968200680,47.41167068481450,54.58121109008790,41.47048950195310,3.572956323623660,10.53292751312260,,,,1.756699442863460,1.723175644874570,1.046592354774480,1.281000018119810,,,23.43132209777830,7.698642730712890,10358.1708984375,16296.609375,37.84282302856450,99.02442932128910,90.48982238769530,,62.23677825927730,37.09999847412110,0.5022703409194950,5074000,,,,70.05275726318360,45.00413131713870,78.07700347900390,81.05799865722660,75.30500030517580,97.15000152587890,95.61000061035160,98.62999725341800,99.80999755859380,-33649,,,1411100032,18.02511978149410,69.37661743164060,12.59826183319090,150.3055419921880,38.57199859619140,61.42800140380860,303405,175361,45.58469009399410,1.700000047683720,49.40000152587890,8.090625762939450,12.76610279083250,34.75429534912110,4.342999935150150,5,5.538000106811520,11.39200019836430,12.6879997253418,13.67000007629400,24.94117736816410,64.81773376464840,99.51245880126950,73.90111541748050,114.9546127319340,4.644168853759770,4.576170921325680,68.94326782226560,0.783568263053894,68.5,65,5.771064758300780,0.534247100353241,0.5346049070358280,0.4235242903232570,0.4501565992832180,0.5701433420181270,0.4946559071540830,0.3218731582164760,0.5482320785522460,0.4132438004016880,0.7799144387245180,0.6808566451072690,3.4442716,1.9855322,3.1139603,3.4199758,3.1353068,2.7494328,3.302573,3.1159339,3.2679687,2.7784312,2.8339658,8.7107506,7.1328921,0.16999592,3.1492064,1.732144,1.3158572,2.42205,3.2344432,2.3823731,2.4113092,1.7386692,6.4569902,3.8163276,0.63979548
Taiwan (Province of China),1,0,0,0.0234870607065204,8.846459056725850,26,10,3.3576505,23.59602737426760,0.48120001,,26.35247993469240,0.7210000157356260,0.7369999885559080,0.9150000214576720,0.7120000123977660,2.770999908447270,0.6290000081062320,0.8190000057220460,1.1254584,1.5393975,0.75575554,1.220243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.22673034667970,100,80.24103546142580,123.6631393432620,5.152571201324460,5.577770233154300,79.35877990722660,0.8468806147575380,,,6.751067638397220,,,,,,,,,,,,2.7314856,2.5767508,2.6699522,2.4790916,2.5675881,2.5518746,2.1256196,2.9974468,2.0001411,2.0830126,2.1231987,8.9592409,7.3733602,0.82450855,3.1493053,2.5760424,1.5681565,1.6987647,3.2776566,2.7725453,2.8793612,1.8924539,6.4515219,3.7660313,0.30791789
Colombia,1,2,0,0.3792846754455040,89.7632432491355,61,7,2.5987871,50.33944320678710,0.60610002,0.75599998,18.30215454101560,0.4059999883174900,0.2870000004768370,0.7329999804496770,0.4830000102519990,3.161999940872190,0.4239999949932100,0.6370000243186950,-0.25191563,0.008680122,-0.7011506,-0.4926506,99.72175598144530,98.50205230712890,100,1.716604471206670,43.66716384887700,1.841369986534120,1109500,4000000,77000000,14.4350004196167,6.599999904632570,15.24577045440670,1.96510112285614,1.55225944519043,6.605999946594240,91.22321319580080,19.84280014038090,20.61037063598630,3.306452989578250,16.6080493927002,6.967874050140380,22.76279067993160,20.06682014465330,13.0593900680542,24.54068946838380,63.32511901855470,79.97273254394530,52.69654083251950,5.265500068664550,15.67971992492680,32.70964050292970,38.05749130249020,23.31460952758790,3.533526420593260,2.760910034179690,0.6416592597961430,1.736999988555910,18.89999961853030,9.100000381469730,53.30501174926760,7.466158390045170,5852.9833984375,13358.2978515625,23.65000152587890,107.0836868286130,85.92832183837890,101.4994506835940,55.73310852050780,53.5,24.24276351928710,64000,106000,4922000,10.80000019073490,69.79533386230470,40.90715026855470,74.76899719238280,78.13600158691410,71.53700256347660,95.63632965087890,95.87506103515630,95.38252258300780,99,229437,92.91999053955080,77.47077941894530,50930664,21.92236137390140,69.60533142089840,8.472311019897460,45.90415573120120,18.57500076293950,81.42500305175780,957,189866,50.82072830200200,4.599999904632570,12.39999961853030,14.05550098419190,14.23116397857670,34.1314697265625,19.07099914550780,15.03999996185300,12.25,33.31600189208980,25.92600059509280,20.85700035095220,18.34319496154790,36.44369125366210,95.86301422119140,62.73161315917970,129.9086151123050,3.067055225372310,4.078964710235600,43.75455474853520,0.7475253939628600,69,18,5.709175109863280,0.3860142230987550,0.4895177483558660,0.4770937561988830,0.3396382033824920,0.4209538102149960,0.4156041145324710,0.5333320498466490,0.5205243229866030,0.0809484869241714,0.5637611150741580,0.5269800424575810,2.4546053,2.8138158,1.7868421,1.8828948,1.9098685,1.8927631,1.6927632,2.1671052,1.6953948,2.0177631,2.0401316,8.3138161,5.2394738,0.96381581,3.4539473,3.3322368,2.2006578,1.9046053,3.1868422,3.1032894,2.7394736,2.3927631,6.6151314,3.9618421,0.045394737
Comoros (the),0,6,0,0.0028924550853938,100,0,-3,,0.8508859872817990,0.50260001,0.56199998,19.8907527923584,0.2269999980926510,0.2339999973773960,0.5640000104904180,0.1150000020861630,2.16100001335144,0.2080000042915340,0.2910000085830690,-1.2079946,-1.6429142,-0.28740406,-1.2758822,85.63534545898440,80.05648040771480,99.04509735107420,,74.83934783935550,34.92745971679690,1861,,,29.89599990844730,,0.1473641842603680,0.1631092876195910,0.407112181186676,8.27400016784668,,18.58983039855960,55.01187133789060,0.9397150874137880,35.60058975219730,31.43666076660160,38.00223922729490,19.68733978271480,18.57790946960450,20.32723045349120,44.71207046508790,49.98405075073240,41.67132949829100,2.378050804138180,11.47596454620360,,,,,0.3163854777812960,,4.052000045776370,,,17.68941497802730,35.79740524291990,1352.955444335940,3222.3740234375,8.08945369720459,106.2061920166020,21.80785942077640,62.86949920654300,,,,19000,,,,21.16321563720700,37.47980499267580,64.16600036621090,66.59300231933590,61.97499847412110,61.70999908447270,56.86999893188480,66.55000305175780,82.01999664306640,-1772,80.75382995605470,50.35747909545900,806166,38.47061157226560,57.19535446166990,4.334033012390140,433.189697265625,70.62000274658200,29.3799991607666,27,748,59.49736022949220,11.10000038146970,29.5,,0.9393846988677980,33.72993469238280,11.2180004119873,9.031999588012700,7.722000122070310,21.11000061035160,21.25300025939940,21.35600090026860,16.66666603088380,,,,,,,,,58.90000152587890,,4.608616352081300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo (the),0,6,0,0.457097222470056,100,21,-4,2.0449586,5.380507946014400,0.55930001,0.574,11.32845973968510,0.1990000009536740,0.1379999965429310,0.3799999952316280,0.1150000020861630,1.922999978065490,0.1949999928474430,0.2489999979734420,-1.4604182,-1.2543298,-0.21306561,-1.120402,48.67913055419920,11.82959365844730,66.15670013427730,0.5370526313781740,79.59633636474610,1.610541701316830,341500,,3000000,31.15500068664550,,0.2593814730644230,,1.254591703414920,6.922999858856200,,42.66550064086910,,0.9772481918334960,36.78384017944340,37.60282897949220,35.99822998046880,20.9905891418457,20.98530006408690,20.99567031860350,42.22562026977540,41.41186904907230,43.00622177124020,4.619013786315920,18.28824615478520,,,,2.892153739929200,-18.91777420043950,-9.35976505279541,4.234000205993650,,,64.26354217529300,11.24174785614010,1586.318359375,3384.654296875,22.05785369873050,87.66861724853520,14.28596019744870,48.46242904663090,12.26163005828860,,,6700,2,134000,,8.649999618530270,49.68081283569340,63.78499984741210,65.39700317382810,62.21200180053710,80.61000061035160,75.37000274658200,85.94000244140630,82.36000061035160,-4465,,,5702174,41.67193984985350,55.680419921875,2.647639274597170,16.69743537902830,32.17100143432620,67.82900238037110,27097,12590,76.47129821777340,2.099999904632570,26.79999923706060,9.107082366943360,0.298131912946701,99.42221832275390,23.64100074768070,22.51700019836430,21.40800094604490,42.40900039672850,42.79999923706060,43.22100067138670,11.25827789306640,,,,,,,,,56.20000076293950,,5.079139232635500,0.3081967234611510,0.4404129683971410,0.3242038786411290,0.3515074849128720,0.3166995644569400,0.3353667259216310,0.3834474384784700,0.4105248749256130,0.194982647895813,0.630836009979248,0.2919126749038700,,,,,,,,,,,,,,,,,,,,,,,,,
Congo (the Democratic Republic of the),0,8,0,1.016038968339500,94.86599394668550,2,-3,1.6790574,86.79056549072270,0.48840001,0.479,13.44869995117190,0.2910000085830690,0.2070000022649770,0.5820000171661380,0.1589999943971630,1.514999985694890,0.2169999927282330,0.3560000061988830,-1.5922674,-1.7447653,-1.7854836,-1.8222156,20.07378005981450,1,42.79363632202150,0.4129954874515530,97.99879455566410,6.034273624420170,2267050,,6000000,42.31100082397460,,0.0333860442042351,0.0391553565859795,0.0325847826898098,9.536999702453610,,11.28487014770510,19.79932022094730,2.307308912277220,55.9111213684082,65.44537353515630,46.8875617980957,9.772702217102050,5.949231147766110,13.39140033721920,34.31616973876950,28.60541915893560,39.7210693359375,2.622638463974000,21.61230278015140,,,,0.743310272693634,3.07507848739624,0.3055121600627900,6.205999851226810,,,55.64731216430660,20.88341903686520,487.4331359863280,1044.071166992190,41.21359634399410,118.1956634521480,6.863510131835940,56.88602066040040,6.666920185089110,,,279000,2209000,5268000,,22.86494827270510,48.20132446289060,59.73899841308590,61.70000076293950,57.81800079345700,80.54000091552730,71.73000335693360,89.62999725341800,88.09999847412110,-1643,,,92853168,46.49393081665040,50.5053596496582,3.000711441040040,40.95770263671880,54.36199951171880,45.63800048828130,490243,840392,81.18659210205080,2.900000095367430,22.70000076293950,,0,58.49175643920900,4.294000148773190,5.126999855041500,5.901999950408940,8.244999885559080,9.871000289916990,11.84099960327150,12.80000019073490,17.96735954284670,52.56037521362310,36.13954544067380,43.3822135925293,3.310187101364140,3.074212551116940,21.51011085510250,0.2956057786941530,54.09999847412110,13,3.207196712493900,0.160054937005043,0.346033900976181,0.1580857932567600,0.2584283947944640,0.1806803792715070,0.2266148179769520,0.3903331756591800,0.1455156952142720,0.0840830728411674,0.4827354848384860,0.1840061843395230,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1,2,0,0.0313199649699723,94.01733788998790,69,10,2.6947718,5.047561168670650,0.57499999,0.81599998,31.14299964904790,0.8510000109672550,0.8050000071525570,0.9240000247955320,0.8519999980926510,3.561000108718870,0.6549999713897710,0.8989999890327450,0.66166323,0.19672021,0.74675238,0.49848166,99.90000152587890,99.73197937011720,99.94000244140630,0.4070771038532260,45.17744827270510,4.759107112884520,51060,,8000000,12.15200042724610,,19.37740898132320,3.613415241241460,1.359995603561400,5.626999855041500,,8.976969718933110,8.052789688110350,3.250870943069460,18.61561965942380,11.68074989318850,22.83846092224120,17.59424018859860,9.841165542602540,22.31533050537110,63.79019165039060,78.47808837890630,54.84621047973630,6.628980159759520,20.08245658874510,28.67491912841800,28.67950057983400,23.13633918762210,,3.370435237884520,0.7352088093757630,1.554999947547910,,,59.43732833862310,4.344225406646730,12030.048828125,19778.38671875,20.36785125732420,109.7996368408200,97.16786956787110,135.9000396728520,54.71897125244140,49.20000076293950,11.12606525421140,4200,,,,80.53018951416020,40.16292190551760,79.27700042724610,81.91200256347660,76.75099945068360,98.04000091552730,98.09999847412110,97.98999786376950,99.52999877929690,2084,97.33255004882810,82.44799041748050,5123105,20.90044975280760,68.8812255859375,10.21832466125490,100.3349990844730,19.22900009155270,80.77100372314450,9593,208,26.60931968688970,4.599999904632570,12.89999961853030,12.2767162322998,10.92856788635250,60.13988494873050,21.25,16.43000030517580,13.19499969482420,49.39199829101560,40.15999984741210,33.53200149536130,45.61403656005860,40.30063247680660,96.41330718994140,62.005615234375,169.9306945800780,4.54761266708374,4.966543674468990,44.39423370361330,0.6402880549430850,70,25,6.338472366333010,0.6594154834747310,0.6207625865936280,0.7204514145851140,0.5742224454879760,0.6703338623046880,0.6479974389076230,0.7647202610969540,0.8017078042030330,0.4359800219535830,0.6833556890487670,0.7519766092300420,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,1,0,0,0.1125758344053260,0,18,9,3.618902,4.130303859710690,0.3572,0.85500002,28.88567924499510,0.5839999914169310,0.6029999852180480,0.9020000100135800,0.6549999713897710,3.283999919891360,0.5350000262260440,0.7649999856948850,0.17708924,0.42502379,0.60722381,0.23600422,100,100,100,1.12842869758606,55.67502975463870,15.88634777069090,55960,4000000,5000000,8.899999618530270,10.10000038146970,25.16489410400390,4.440548419952390,3.860705375671390,14.10000038146970,13.14097595214840,0.9002299904823300,2.392090082168580,5.271842956542970,6.466039180755620,4.469486236572270,8.117286682128910,28.23736000061040,15.65931034088140,38.64072036743160,65.29666137695310,79.87120056152340,53.24198913574220,4.434420108795170,10.35304260253910,,,,1.714581727981570,2.16809868812561,0.8111693263053890,1.480000019073490,27,12.60000038146970,34.65171432495120,3.083530902862550,13048.744140625,26945.87890625,20.71035957336430,96.35382843017580,70.91372680664060,102.6752624511720,69.34697723388670,29.5,0.976355254650116,42000,,,3.799999952316280,78.32089996337890,45.30297088623050,77.72438812255860,80.90000152587890,74.69999694824220,99.44999694824220,99.23999786376950,99.69000244140630,99.76000213623050,-11592,88.04070281982420,92.39266967773440,4047680,14.19271469116210,64.23638916015630,21.57089614868160,72.3316650390625,42.44699859619140,57.55300140380860,956,23451,12.41664981842040,36.09999847412110,37.59999847412110,2.66899561882019,31.71516227722170,89.98539733886720,7.580999851226810,7.510000228881840,7.451000213623050,25.07900047302250,21.15200042724610,18.77000045776370,31.12582778930660,37.75995635986330,96.95758819580080,61.93812942504880,105.5834579467770,4.746869087219240,3.752104997634890,62.05396270751950,0.8243264555931090,68.59999847412110,78,6.507992267608640,0.5795472860336300,0.5695524215698240,0.5783706307411190,0.5126350522041320,0.6226533055305480,0.4976841807365420,0.5756277441978460,0.7299299240112310,0.3292935788631440,0.845582127571106,0.7612813711166380,2.6347902,2.2482209,2.0446789,1.6230484,1.7356304,1.8263433,1.4757169,2.3785994,1.4164505,1.7325175,,8.3431587,4.1875582,0.85267895,2.9854589,2.7132716,,1.8834902,3.4660494,3.2850502,2.2275779,,,3.5482056,0.13960531
Cuba,0,2,0,0.0204302811553547,100,57,-5,,,0.4605,0.78100002,0,0.1040000021457670,0.2419999986886980,0.6940000057220460,0.061999998986721,0.2960000038146970,0.0879999995231628,0.1780000030994420,-0.15457861,-0.20354697,0.59608781,-0.28781024,99.93264007568360,99.70464324951170,100,1.538975238800050,45.79882049560550,28.02119445800780,103800,,,9.343999862670900,,2.049908876419070,,2.152769565582280,10.22999954223630,,,,5.28515100479126,18.04780006408690,7.685268878936770,24.3442497253418,16.76779937744140,10.92413997650150,20.31848907470700,65.18440246582030,81.39064788818360,55.3372688293457,11.52479648590090,16.66110038757320,,,,2.87620735168457,,,1.5,,,31.23314094543460,2.761941909790040,7172.51904296875,,23.01866722106930,101.090461730957,97.2242431640625,102.037956237793,45.92990875244140,,4.418250560760500,639000,,,,71.11907196044920,37.86697387695310,77.56700134277340,80.22499847412110,75.04399871826170,99.67311096191410,99.71714782714840,99.62846374511720,99.87464904785160,-7068,97.73993682861330,84.18161773681640,11300698,15.86052894592290,68.58766937255860,15.5518045425415,108.8699264526370,22.80599975585940,77.19400024414060,222,8912,27.37885093688970,10.30000019073490,25.5,,13.29325008392330,15.68298721313480,1.585000038146970,1.399999976158140,1.286999940872190,3.825000047683720,3.552999973297120,3.397000074386600,53.22314071655270,,,,,,,,,67.80000305175780,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,1,5,0,0.0118313015740977,0,43,10,2.904392,0.868494987487793,0.3337,0.89399999,21.38239669799810,0.6110000014305120,0.7089999914169310,0.8569999933242800,0.6909999847412110,3.782999992370610,0.5170000195503240,0.8029999732971190,0.3496224,0.83992028,0.28873259,0.54770559,100,100,100,1.994660496711730,43.18539047241210,10.76280307769780,9240,,30000000,10.58300018310550,0.2000000029802320,37.39639663696290,13.26495838165280,5.47199821472168,6.929999828338620,,10.12922954559330,19.90987014770510,1.800843954086300,2.731652021408080,1.546295046806340,3.705663919448850,19.51124954223630,6.852663993835450,29.90962982177730,77.75710296630860,91.60104370117190,66.38500213623050,5.68628978729248,12.93712711334230,,,,1.936981081962590,-104.0597686767580,-138.5186462402340,1.327999949455260,8.199999809265140,0,18.67207717895510,1.876624464988710,26814.322265625,39464.53515625,12.9271993637085,100.7351608276370,86.66124725341800,101.4274063110350,92.93775939941410,31.70000076293950,1.212085008621220,59,,228000,10.89999961853030,90.80194854736330,45.11170196533200,81.39099884033200,83.447998046875,79.34500122070310,99.36000061035160,99.15000152587890,99.58000183105470,99.90000152587890,2999,97.49342346191410,95.33699798583980,1237537,16.00602722167970,69.83953094482420,14.15444564819340,133.9325714111330,33.17900085449220,66.82099914550780,13997,5,13.7822904586792,23.20000076293950,47,22.42349052429200,35.07196044921880,164.1557464599610,7.617000102996830,7.590000152587890,7.566999912261960,11.97500038146970,18.10899925231930,23.48999977111820,19.64285659790040,46.30648422241210,99.28040313720700,66.38544464111330,100.934440612793,5.302003860473630,4.970743179321290,55.08714294433590,0.9221658110618590,72.40000152587890,77,6.259810447692870,0.6762644648551940,0.6347924470901490,0.7107906937599180,0.7019292116165160,0.7250954508781430,0.6500378847122190,0.6580754518508910,0.8996978402137760,0.4010946750640870,0.8113452792167660,0.754227340221405,2.7654247,2.8116019,2.3768642,2.212131,2.5043404,2.1773503,2.0115578,2.5285053,1.7707268,2.2311325,2.3559995,8.962307,6.505547,0.95585549,3.0534427,3.2727442,2.1898041,1.3232104,3.6652954,2.4509211,2.4293351,2.7380257,6.2267981,4.0679107,0.06756518
